id,title,director,release_year,runtime,genre,rating,metascore,gross(M)
154,Unforgiven,Clint Eastwood,1992,130,Drama,8.2,85,101.16
154,Unforgiven,Clint Eastwood,1992,130,Western,8.2,85,101.16
155,The Truman Show,Peter Weir,1998,103,Comedy,8.2,90,125.62
155,The Truman Show,Peter Weir,1998,103,Drama,8.2,90,125.62
156,Green Book,Peter Farrelly,2018,130,Biography,8.2,69,85.08
156,Green Book,Peter Farrelly,2018,130,Comedy,8.2,69,85.08
156,Green Book,Peter Farrelly,2018,130,Drama,8.2,69,85.08
157,Kill Bill: Vol. 1,Quentin Tarantino,2003,111,Action,8.2,69,70.1
157,Kill Bill: Vol. 1,Quentin Tarantino,2003,111,Crime,8.2,69,70.1
157,Kill Bill: Vol. 1,Quentin Tarantino,2003,111,Thriller,8.2,69,70.1
158,L.A. Confidential,Curtis Hanson,1997,138,Crime,8.2,91,64.62
158,L.A. Confidential,Curtis Hanson,1997,138,Drama,8.2,91,64.62
158,L.A. Confidential,Curtis Hanson,1997,138,Mystery,8.2,91,64.62
159,The Sixth Sense,M. Night Shyamalan,1999,107,Drama,8.2,64,293.51
159,The Sixth Sense,M. Night Shyamalan,1999,107,Mystery,8.2,64,293.51
159,The Sixth Sense,M. Night Shyamalan,1999,107,Thriller,8.2,64,293.51
160,Finding Nemo,Andrew Stanton,2003,100,Animation,8.2,90,380.84
160,Finding Nemo,Andrew Stanton,2003,100,Adventure,8.2,90,380.84
160,Finding Nemo,Andrew Stanton,2003,100,Comedy,8.2,90,380.84
161,Die Hard,John McTiernan,1988,132,Action,8.2,72,83.01
161,Die Hard,John McTiernan,1988,132,Thriller,8.2,72,83.01
162,A Beautiful Mind,Ron Howard,2001,135,Biography,8.2,72,170.74
162,A Beautiful Mind,Ron Howard,2001,135,Drama,8.2,72,170.74
163,The Father,Florian Zeller,2020,97,Drama,8.2,88,0.0
163,The Father,Florian Zeller,2020,97,Mystery,8.2,88,0.0
164,Downfall,Oliver Hirschbiegel,2004,156,Biography,8.2,82,5.51
164,Downfall,Oliver Hirschbiegel,2004,156,Drama,8.2,82,5.51
164,Downfall,Oliver Hirschbiegel,2004,156,History,8.2,82,5.51
165,Gone with the Wind,Victor Fleming,1939,238,Drama,8.2,97,198.68
165,Gone with the Wind,Victor Fleming,1939,238,Romance,8.2,97,198.68
165,Gone with the Wind,Victor Fleming,1939,238,War,8.2,97,198.68
166,Chinatown,Roman Polanski,1974,130,Drama,8.2,92,8.49
166,Chinatown,Roman Polanski,1974,130,Mystery,8.2,92,8.49
166,Chinatown,Roman Polanski,1974,130,Thriller,8.2,92,8.49
167,V for Vendetta,James McTeigue,2005,132,Action,8.2,62,70.51
167,V for Vendetta,James McTeigue,2005,132,Drama,8.2,62,70.51
167,V for Vendetta,James McTeigue,2005,132,Sci-Fi,8.2,62,70.51
168,Pan's Labyrinth,Guillermo del Toro,2006,118,Drama,8.2,98,37.63
168,Pan's Labyrinth,Guillermo del Toro,2006,118,Fantasy,8.2,98,37.63
168,Pan's Labyrinth,Guillermo del Toro,2006,118,War,8.2,98,37.63
169,The Great Escape,John Sturges,1963,172,Adventure,8.2,86,12.1
169,The Great Escape,John Sturges,1963,172,Drama,8.2,86,12.1
169,The Great Escape,John Sturges,1963,172,History,8.2,86,12.1
170,Some Like It Hot,Billy Wilder,1959,121,Comedy,8.2,98,25.0
170,Some Like It Hot,Billy Wilder,1959,121,Music,8.2,98,25.0
170,Some Like It Hot,Billy Wilder,1959,121,Romance,8.2,98,25.0
171,Monty Python and the Holy Grail,Terry Gilliam,1975,91,Adventure,8.2,91,1.23
171,Monty Python and the Holy Grail,Terry Gilliam,1975,91,Comedy,8.2,91,1.23
171,Monty Python and the Holy Grail,Terry Gilliam,1975,91,Fantasy,8.2,91,1.23
172,The Elephant Man,David Lynch,1980,124,Biography,8.2,78,0.0
172,The Elephant Man,David Lynch,1980,124,Drama,8.2,78,0.0
173,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,2020,117,Animation,8.2,72,47.7
173,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,2020,117,Action,8.2,72,47.7
173,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,2020,117,Adventure,8.2,72,47.7
174,The Secret in Their Eyes,Juan José Campanella,2009,129,Drama,8.2,80,6.39
174,The Secret in Their Eyes,Juan José Campanella,2009,129,Mystery,8.2,80,6.39
174,The Secret in Their Eyes,Juan José Campanella,2009,129,Romance,8.2,80,6.39
175,For a Few Dollars More,Sergio Leone,1965,132,Drama,8.2,74,15.0
175,For a Few Dollars More,Sergio Leone,1965,132,Western,8.2,74,15.0
176,Ran,Akira Kurosawa,1985,162,Action,8.2,97,4.14
176,Ran,Akira Kurosawa,1985,162,Drama,8.2,97,4.14
176,Ran,Akira Kurosawa,1985,162,War,8.2,97,4.14
177,Klaus,Sergio Pablos,2019,96,Animation,8.2,65,0.0
177,Klaus,Sergio Pablos,2019,96,Adventure,8.2,65,0.0
177,Klaus,Sergio Pablos,2019,96,Comedy,8.2,65,0.0
178,Drishyam 2,Abhishek Pathak,2022,140,Crime,8.2,0,0.0
178,Drishyam 2,Abhishek Pathak,2022,140,Drama,8.2,0,0.0
178,Drishyam 2,Abhishek Pathak,2022,140,Mystery,8.2,0,0.0
179,Dial M for Murder,Alfred Hitchcock,1954,105,Crime,8.2,75,0.01
179,Dial M for Murder,Alfred Hitchcock,1954,105,Thriller,8.2,75,0.01
180,All About Eve,Joseph L. Mankiewicz,1950,138,Drama,8.2,98,0.01
181,Baahubali 2: The Conclusion,S.S. Rajamouli,2017,167,Action,8.2,0,20.19
181,Baahubali 2: The Conclusion,S.S. Rajamouli,2017,167,Drama,8.2,0,20.19
182,Andhadhun,Sriram Raghavan,2018,139,Crime,8.2,0,1.37
182,Andhadhun,Sriram Raghavan,2018,139,Mystery,8.2,0,1.37
182,Andhadhun,Sriram Raghavan,2018,139,Thriller,8.2,0,1.37
183,Gangs of Wasseypur,Anurag Kashyap,2012,321,Action,8.2,89,0.0
183,Gangs of Wasseypur,Anurag Kashyap,2012,321,Comedy,8.2,89,0.0
183,Gangs of Wasseypur,Anurag Kashyap,2012,321,Crime,8.2,89,0.0
184,Rashomon,Akira Kurosawa,1950,88,Crime,8.2,98,0.1
184,Rashomon,Akira Kurosawa,1950,88,Drama,8.2,98,0.1
184,Rashomon,Akira Kurosawa,1950,88,Mystery,8.2,98,0.1
185,The Treasure of the Sierra Madre,John Huston,1948,126,Adventure,8.2,98,5.01
185,The Treasure of the Sierra Madre,John Huston,1948,126,Drama,8.2,98,5.01
185,The Treasure of the Sierra Madre,John Huston,1948,126,Western,8.2,98,5.01
186,Yojimbo,Akira Kurosawa,1961,110,Action,8.2,93,0.0
186,Yojimbo,Akira Kurosawa,1961,110,Drama,8.2,93,0.0
186,Yojimbo,Akira Kurosawa,1961,110,Thriller,8.2,93,0.0
187,To Be or Not to Be,Ernst Lubitsch,1942,99,Comedy,8.2,86,0.0
187,To Be or Not to Be,Ernst Lubitsch,1942,99,Romance,8.2,86,0.0
187,To Be or Not to Be,Ernst Lubitsch,1942,99,War,8.2,86,0.0
188,Drishyam,Nishikant Kamat,2015,163,Crime,8.2,0,0.74
188,Drishyam,Nishikant Kamat,2015,163,Drama,8.2,0,0.74
188,Drishyam,Nishikant Kamat,2015,163,Mystery,8.2,0,0.74
189,Tumbbad,Rahi Anil Barve,2018,104,Drama,8.2,0,0.0
189,Tumbbad,Rahi Anil Barve,2018,104,Fantasy,8.2,0,0.0
189,Tumbbad,Rahi Anil Barve,2018,104,Horror,8.2,0,0.0
190,Zindagi Na Milegi Dobara,Zoya Akhtar,2011,155,Comedy,8.2,0,3.11
190,Zindagi Na Milegi Dobara,Zoya Akhtar,2011,155,Drama,8.2,0,3.11
190,Zindagi Na Milegi Dobara,Zoya Akhtar,2011,155,Musical,8.2,0,3.11
191,Miracle in Cell No. 7,Mehmet Ada Öztekin,2019,132,Drama,8.2,0,0.0
192,Pather Panchali,Satyajit Ray,1955,125,Drama,8.2,0,0.54
193,Z,Costa-Gavras,1969,127,Crime,8.2,86,0.08
193,Z,Costa-Gavras,1969,127,Drama,8.2,86,0.08
193,Z,Costa-Gavras,1969,127,Thriller,8.2,86,0.08
194,Tokyo Story,Yasujirô Ozu,1953,136,Drama,8.2,100,0.0
195,Children of Heaven,Majid Majidi,1997,89,Drama,8.2,77,0.93
195,Children of Heaven,Majid Majidi,1997,89,Family,8.2,77,0.93
195,Children of Heaven,Majid Majidi,1997,89,Sport,8.2,77,0.93
196,Uri: The Surgical Strike,Aditya Dhar,2019,138,Action,8.2,0,4.19
196,Uri: The Surgical Strike,Aditya Dhar,2019,138,Drama,8.2,0,4.19
196,Uri: The Surgical Strike,Aditya Dhar,2019,138,History,8.2,0,4.19
